date,country,cases,deaths,vaccination_rate,mobility,daily_cases,case_growth_rate,7_day_moving_average,vaccination_ratio,mobility_change
2020-02-18,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-19,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-20,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-21,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-22,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-23,Afghanistan,0,0,0.0,,0.0,,0.0,0.0,
2020-02-24,Afghanistan,5,0,0.0,,5.0,,0.7142857142857143,0.0,
2020-02-25,Afghanistan,5,0,0.0,,0.0,0.0,0.7142857142857143,0.0,
2020-02-26,Afghanistan,5,0,0.0,,0.0,,0.7142857142857143,0.0,
2020-02-27,Afghanistan,5,0,0.0,,0.0,,0.7142857142857143,0.0,
2020-02-28,Afghanistan,5,0,0.0,,0.0,,0.7142857142857143,0.0,
2020-02-29,Afghanistan,5,0,0.0,,0.0,,0.7142857142857143,0.0,
2020-03-01,Afghanistan,5,0,0.0,,0.0,,0.7142857142857143,0.0,
2020-03-02,Afghanistan,5,0,0.0,,0.0,,0.0,0.0,
2020-03-03,Afghanistan,5,0,0.0,,0.0,,0.0,0.0,
2020-03-04,Afghanistan,5,0,0.0,,0.0,,0.0,0.0,
2020-03-05,Afghanistan,5,0,0.0,,0.0,,0.0,0.0,
2020-03-06,Afghanistan,5,0,0.0,,0.0,,0.0,0.0,
2020-03-07,Afghanistan,8,0,0.0,,3.0,,0.42857142857142855,0.0,
2020-03-08,Afghanistan,8,0,0.0,,0.0,0.0,0.42857142857142855,0.0,
2020-03-09,Afghanistan,8,0,0.0,,0.0,,0.42857142857142855,0.0,
2020-03-10,Afghanistan,8,0,0.0,,0.0,,0.42857142857142855,0.0,
2020-03-11,Afghanistan,11,0,0.0,,3.0,,0.8571428571428571,0.0,
2020-03-12,Afghanistan,11,0,0.0,,0.0,0.0,0.8571428571428571,0.0,
2020-03-13,Afghanistan,11,0,0.0,,0.0,,0.8571428571428571,0.0,
2020-03-14,Afghanistan,14,0,0.0,,3.0,,0.8571428571428571,0.0,
2020-03-15,Afghanistan,20,0,0.0,,6.0,2.0,1.7142857142857142,0.0,
2020-03-16,Afghanistan,25,0,0.0,,5.0,0.8333333333333334,2.4285714285714284,0.0,
2020-03-17,Afghanistan,26,0,0.0,,1.0,0.2,2.5714285714285716,0.0,
2020-03-18,Afghanistan,26,0,0.0,,0.0,0.0,2.142857142857143,0.0,
2020-03-19,Afghanistan,26,0,0.0,,0.0,,2.142857142857143,0.0,
2020-03-20,Afghanistan,24,0,0.0,,0.0,,2.142857142857143,0.0,
2020-03-21,Afghanistan,24,0,0.0,,0.0,,1.7142857142857142,0.0,
2020-03-22,Afghanistan,34,0,0.0,,10.0,,2.2857142857142856,0.0,
2020-03-23,Afghanistan,40,1,0.0,,6.0,0.6,2.4285714285714284,0.0,
2020-03-24,Afghanistan,42,1,0.0,,2.0,0.3333333333333333,2.5714285714285716,0.0,
2020-03-25,Afghanistan,74,1,0.0,,32.0,16.0,7.142857142857143,0.0,
2020-03-26,Afghanistan,80,2,0.0,,6.0,0.1875,8.0,0.0,
2020-03-27,Afghanistan,91,2,0.0,,11.0,1.8333333333333333,9.571428571428571,0.0,
2020-03-28,Afghanistan,106,2,0.0,,15.0,1.3636363636363635,11.714285714285714,0.0,
2020-03-29,Afghanistan,114,4,0.0,,8.0,0.5333333333333333,11.428571428571429,0.0,
2020-03-30,Afghanistan,114,4,0.0,,0.0,0.0,10.571428571428571,0.0,
2020-03-31,Afghanistan,166,4,0.0,,52.0,,17.714285714285715,0.0,
2020-04-01,Afghanistan,192,4,0.0,,26.0,0.5,16.857142857142858,0.0,
2020-04-02,Afghanistan,235,4,0.0,,43.0,1.6538461538461537,22.142857142857142,0.0,
2020-04-03,Afghanistan,269,5,0.0,,34.0,0.7906976744186046,25.428571428571427,0.0,
2020-04-04,Afghanistan,270,5,0.0,,1.0,0.029411764705882353,23.428571428571427,0.0,
2020-04-05,Afghanistan,299,7,0.0,,29.0,29.0,26.428571428571427,0.0,
2020-04-06,Afghanistan,337,7,0.0,,38.0,1.3103448275862069,31.857142857142858,0.0,
2020-04-07,Afghanistan,367,11,0.0,,30.0,0.7894736842105263,28.714285714285715,0.0,
2020-04-08,Afghanistan,423,14,0.0,,56.0,1.8666666666666667,33.0,0.0,
2020-04-09,Afghanistan,444,15,0.0,,21.0,0.375,29.857142857142858,0.0,
2020-04-10,Afghanistan,521,15,0.0,,77.0,3.6666666666666665,36.0,0.0,
2020-04-11,Afghanistan,521,15,0.0,,0.0,0.0,35.857142857142854,0.0,
2020-04-12,Afghanistan,555,18,0.0,,34.0,,36.57142857142857,0.0,
2020-04-13,Afghanistan,607,19,0.0,,52.0,1.5294117647058822,38.57142857142857,0.0,
2020-04-14,Afghanistan,665,22,0.0,,58.0,1.1153846153846154,42.57142857142857,0.0,
2020-04-15,Afghanistan,770,25,0.0,,105.0,1.8103448275862069,49.57142857142857,0.0,
2020-04-16,Afghanistan,794,29,0.0,,24.0,0.22857142857142856,50.0,0.0,
2020-04-17,Afghanistan,845,30,0.0,,51.0,2.125,46.285714285714285,0.0,
2020-04-18,Afghanistan,908,30,0.0,,63.0,1.2352941176470589,55.285714285714285,0.0,
2020-04-19,Afghanistan,933,30,0.0,,25.0,0.3968253968253968,54.0,0.0,
2020-04-20,Afghanistan,996,33,0.0,,63.0,2.52,55.57142857142857,0.0,
2020-04-21,Afghanistan,1026,36,0.0,,30.0,0.47619047619047616,51.57142857142857,0.0,
2020-04-22,Afghanistan,1092,36,0.0,,66.0,2.2,46.0,0.0,
2020-04-23,Afghanistan,1176,40,0.0,,84.0,1.2727272727272727,54.57142857142857,0.0,
2020-04-24,Afghanistan,1226,40,0.0,,50.0,0.5952380952380952,54.42857142857143,0.0,
2020-04-25,Afghanistan,1330,43,0.0,,104.0,2.08,60.285714285714285,0.0,
2020-04-26,Afghanistan,1463,49,0.0,,133.0,1.2788461538461537,75.71428571428571,0.0,
2020-04-27,Afghanistan,1531,50,0.0,,68.0,0.5112781954887218,76.42857142857143,0.0,
2020-04-28,Afghanistan,1703,60,0.0,,172.0,2.5294117647058822,96.71428571428571,0.0,
2020-04-29,Afghanistan,1827,60,0.0,,124.0,0.7209302325581395,105.0,0.0,
2020-04-30,Afghanistan,1827,60,0.0,,0.0,0.0,93.0,0.0,
2020-05-01,Afghanistan,2171,64,0.0,,344.0,,135.0,0.0,
2020-05-02,Afghanistan,2469,72,0.0,,298.0,0.8662790697674418,162.71428571428572,0.0,
2020-05-03,Afghanistan,2469,72,0.0,,0.0,0.0,143.71428571428572,0.0,
2020-05-04,Afghanistan,2469,72,0.0,,0.0,,134.0,0.0,
2020-05-05,Afghanistan,2469,72,0.0,,0.0,,109.42857142857143,0.0,
2020-05-06,Afghanistan,3224,95,0.0,,755.0,,199.57142857142858,0.0,
2020-05-07,Afghanistan,3392,104,0.0,,168.0,0.22251655629139072,223.57142857142858,0.0,
2020-05-08,Afghanistan,3563,105,0.0,,171.0,1.0178571428571428,198.85714285714286,0.0,
2020-05-09,Afghanistan,3563,105,0.0,,0.0,0.0,156.28571428571428,0.0,
2020-05-10,Afghanistan,4402,119,0.0,,839.0,,276.14285714285717,0.0,
2020-05-11,Afghanistan,4664,120,0.0,,262.0,0.31227651966626935,313.57142857142856,0.0,
2020-05-12,Afghanistan,4967,127,0.0,,303.0,1.1564885496183206,356.85714285714283,0.0,
2020-05-13,Afghanistan,4967,127,0.0,,0.0,0.0,249.0,0.0,
2020-05-14,Afghanistan,5339,136,0.0,,372.0,,278.14285714285717,0.0,
2020-05-15,Afghanistan,6053,153,0.0,,714.0,1.9193548387096775,355.7142857142857,0.0,
2020-05-16,Afghanistan,6402,168,0.0,,349.0,0.4887955182072829,405.57142857142856,0.0,
2020-05-17,Afghanistan,6635,169,0.0,,233.0,0.667621776504298,319.0,0.0,
2020-05-18,Afghanistan,7072,173,0.0,,437.0,1.8755364806866952,344.0,0.0,
2020-05-19,Afghanistan,7655,177,0.0,,583.0,1.334096109839817,384.0,0.0,
2020-05-20,Afghanistan,8145,187,0.0,,490.0,0.8404802744425386,454.0,0.0,
2020-05-21,Afghanistan,8676,193,0.0,,531.0,1.083673469387755,476.7142857142857,0.0,
2020-05-22,Afghanistan,9216,205,0.0,,540.0,1.0169491525423728,451.85714285714283,0.0,
2020-05-23,Afghanistan,9952,215,0.0,,736.0,1.362962962962963,507.14285714285717,0.0,
2020-05-24,Afghanistan,10668,222,0.0,,716.0,0.9728260869565217,576.1428571428571,0.0,
2020-05-25,Afghanistan,11180,223,0.0,,512.0,0.7150837988826816,586.8571428571429,0.0,
2020-05-26,Afghanistan,11917,224,0.0,,737.0,1.439453125,608.8571428571429,0.0,
2020-05-27,Afghanistan,12465,230,0.0,,548.0,0.7435549525101763,617.1428571428571,0.0,
2020-05-28,Afghanistan,13102,239,0.0,,637.0,1.1624087591240877,632.2857142857143,0.0,
2020-05-29,Afghanistan,13745,250,0.0,,643.0,1.0094191522762952,647.0,0.0,
2020-05-30,Afghanistan,14529,252,0.0,,784.0,1.219284603421462,653.8571428571429,0.0,
2020-05-31,Afghanistan,15180,254,0.0,,651.0,0.8303571428571429,644.5714285714286,0.0,
2020-06-01,Afghanistan,15836,269,0.0,,656.0,1.0076804915514592,665.1428571428571,0.0,
2020-06-02,Afghanistan,16578,274,0.0,,742.0,1.1310975609756098,665.8571428571429,0.0,
2020-06-03,Afghanistan,17353,298,0.0,,775.0,1.0444743935309972,698.2857142857143,0.0,
2020-06-04,Afghanistan,17977,303,0.0,,624.0,0.8051612903225807,696.4285714285714,0.0,
2020-06-05,Afghanistan,19055,313,0.0,,1078.0,1.7275641025641026,758.5714285714286,0.0,
2020-06-06,Afghanistan,19637,331,0.0,,582.0,0.5398886827458256,729.7142857142857,0.0,
2020-06-07,Afghanistan,20428,361,0.0,,791.0,1.359106529209622,749.7142857142857,0.0,
2020-06-08,Afghanistan,21003,373,0.0,,575.0,0.7269279393173198,738.1428571428571,0.0,
2020-06-09,Afghanistan,21308,380,0.0,,305.0,0.5304347826086957,675.7142857142857,0.0,
2020-06-10,Afghanistan,22228,409,0.0,,920.0,3.0163934426229506,696.4285714285714,0.0,
2020-06-11,Afghanistan,22976,430,0.0,,748.0,0.8130434782608695,714.1428571428571,0.0,
2020-06-12,Afghanistan,23632,450,0.0,,656.0,0.8770053475935828,653.8571428571429,0.0,
2020-06-13,Afghanistan,24188,455,0.0,,556.0,0.8475609756097561,650.1428571428571,0.0,
2020-06-14,Afghanistan,24852,475,0.0,,664.0,1.1942446043165467,632.0,0.0,
2020-06-15,Afghanistan,25613,480,0.0,,761.0,1.1460843373493976,658.5714285714286,0.0,
2020-06-16,Afghanistan,25719,488,0.0,,106.0,0.1392904073587385,630.1428571428571,0.0,
2020-06-17,Afghanistan,26960,508,0.0,,1241.0,11.70754716981132,676.0,0.0,
2020-06-18,Afghanistan,27423,550,0.0,,463.0,0.37308622078968573,635.2857142857143,0.0,
2020-06-19,Afghanistan,27964,552,0.0,,541.0,1.1684665226781858,618.8571428571429,0.0,
2020-06-20,Afghanistan,28383,552,0.0,,419.0,0.7744916820702403,599.2857142857143,0.0,
2020-06-21,Afghanistan,28919,585,0.0,,536.0,1.279236276849642,581.0,0.0,
2020-06-22,Afghanistan,29229,602,0.0,,310.0,0.5783582089552238,516.5714285714286,0.0,
2020-06-23,Afghanistan,29567,622,0.0,,338.0,1.0903225806451613,549.7142857142857,0.0,
2020-06-24,Afghanistan,29726,643,0.0,,159.0,0.47041420118343197,395.14285714285717,0.0,
2020-06-25,Afghanistan,30261,679,0.0,,535.0,3.3647798742138364,405.42857142857144,0.0,
2020-06-26,Afghanistan,30346,684,0.0,,85.0,0.1588785046728972,340.2857142857143,0.0,
2020-06-27,Afghanistan,30702,707,0.0,,356.0,4.188235294117647,331.2857142857143,0.0,
2020-06-28,Afghanistan,31053,733,0.0,,351.0,0.9859550561797753,304.85714285714283,0.0,
2020-06-29,Afghanistan,31324,737,0.0,,271.0,0.7720797720797721,299.2857142857143,0.0,
2020-06-30,Afghanistan,31445,739,0.0,,121.0,0.44649446494464945,268.2857142857143,0.0,
2020-07-01,Afghanistan,31848,778,0.0,,403.0,3.330578512396694,303.14285714285717,0.0,
2020-07-02,Afghanistan,32108,811,0.0,,260.0,0.6451612903225806,263.85714285714283,0.0,
2020-07-03,Afghanistan,32410,823,0.0,,302.0,1.1615384615384616,294.85714285714283,0.0,
2020-07-04,Afghanistan,32758,830,0.0,,348.0,1.1523178807947019,293.7142857142857,0.0,
2020-07-05,Afghanistan,33037,868,0.0,,279.0,0.8017241379310345,283.42857142857144,0.0,
2020-07-06,Afghanistan,33150,891,0.0,,113.0,0.4050179211469534,260.85714285714283,0.0,
2020-07-07,Afghanistan,33470,924,0.0,,320.0,2.831858407079646,289.2857142857143,0.0,
2020-07-08,Afghanistan,33680,940,0.0,,210.0,0.65625,261.7142857142857,0.0,
2020-07-09,Afghanistan,33739,941,0.0,,59.0,0.28095238095238095,233.0,0.0,
2020-07-10,Afghanistan,34280,975,0.0,,541.0,9.169491525423728,267.14285714285717,0.0,
2020-07-11,Afghanistan,34437,979,0.0,,157.0,0.2902033271719039,239.85714285714286,0.0,
2020-07-12,Afghanistan,34537,1014,0.0,,100.0,0.6369426751592356,214.28571428571428,0.0,
2020-07-13,Afghanistan,34541,1016,0.0,,4.0,0.04,198.71428571428572,0.0,
2020-07-14,Afghanistan,34826,1049,0.0,,285.0,71.25,193.71428571428572,0.0,
2020-07-15,Afghanistan,35026,1098,0.0,,200.0,0.7017543859649122,192.28571428571428,0.0,
2020-07-16,Afghanistan,35156,1117,0.0,,130.0,0.65,202.42857142857142,0.0,
2020-07-17,Afghanistan,35315,1151,0.0,,159.0,1.2230769230769232,147.85714285714286,0.0,
2020-07-18,Afghanistan,35375,1151,0.0,,60.0,0.37735849056603776,134.0,0.0,
2020-07-19,Afghanistan,35561,1185,0.0,,186.0,3.1,146.28571428571428,0.0,
2020-07-20,Afghanistan,35595,1187,0.0,,34.0,0.1827956989247312,150.57142857142858,0.0,
2020-07-21,Afghanistan,35701,1188,0.0,,106.0,3.1176470588235294,125.0,0.0,
2020-07-22,Afghanistan,35813,1194,0.0,,112.0,1.0566037735849056,112.42857142857143,0.0,
2020-07-23,Afghanistan,36001,1215,0.0,,188.0,1.6785714285714286,120.71428571428571,0.0,
2020-07-24,Afghanistan,36067,1229,0.0,,66.0,0.35106382978723405,107.42857142857143,0.0,
2020-07-25,Afghanistan,36122,1250,0.0,,55.0,0.8333333333333334,106.71428571428571,0.0,
2020-07-26,Afghanistan,36243,1263,0.0,,121.0,2.2,97.42857142857143,0.0,
2020-07-27,Afghanistan,36349,1273,0.0,,106.0,0.8760330578512396,107.71428571428571,0.0,
2020-07-28,Afghanistan,36454,1274,0.0,,105.0,0.9905660377358491,107.57142857142857,0.0,
2020-07-29,Afghanistan,36557,1275,0.0,,103.0,0.9809523809523809,106.28571428571429,0.0,
2020-07-30,Afghanistan,36628,1275,0.0,,71.0,0.6893203883495146,89.57142857142857,0.0,
2020-07-31,Afghanistan,36628,1275,0.0,,0.0,0.0,80.14285714285714,0.0,
2020-08-01,Afghanistan,36796,1287,0.0,,168.0,,96.28571428571429,0.0,
2020-08-02,Afghanistan,36796,1287,0.0,,0.0,0.0,79.0,0.0,
2020-08-03,Afghanistan,36796,1287,0.0,,0.0,,63.857142857142854,0.0,
2020-08-04,Afghanistan,36833,1292,0.0,,37.0,,54.142857142857146,0.0,
2020-08-05,Afghanistan,36915,1298,0.0,,82.0,2.2162162162162162,51.142857142857146,0.0,
2020-08-06,Afghanistan,36982,1302,0.0,,67.0,0.8170731707317073,50.57142857142857,0.0,
2020-08-07,Afghanistan,37023,1302,0.0,,41.0,0.6119402985074627,56.42857142857143,0.0,
2020-08-08,Afghanistan,37101,1311,0.0,,78.0,1.9024390243902438,43.57142857142857,0.0,
2020-08-09,Afghanistan,37140,1316,0.0,,39.0,0.5,49.142857142857146,0.0,
2020-08-10,Afghanistan,37140,1316,0.0,,0.0,0.0,49.142857142857146,0.0,
2020-08-11,Afghanistan,37355,1348,0.0,,215.0,,74.57142857142857,0.0,
2020-08-12,Afghanistan,37431,1358,0.0,,76.0,0.35348837209302325,73.71428571428571,0.0,
2020-08-13,Afghanistan,37510,1367,0.0,,79.0,1.0394736842105263,75.42857142857143,0.0,
2020-08-14,Afghanistan,37517,1367,0.0,,7.0,0.08860759493670886,70.57142857142857,0.0,
2020-08-15,Afghanistan,37637,1374,0.0,,120.0,17.142857142857142,76.57142857142857,0.0,
2020-08-16,Afghanistan,37682,1379,0.0,,45.0,0.375,77.42857142857143,0.0,
2020-08-17,Afghanistan,37682,1379,0.0,,0.0,0.0,77.42857142857143,0.0,
2020-08-18,Afghanistan,37685,1379,0.0,,3.0,,47.142857142857146,0.0,
2020-08-19,Afghanistan,37685,1379,0.0,,0.0,0.0,36.285714285714285,0.0,
2020-08-20,Afghanistan,37845,1387,0.0,,160.0,,47.857142857142854,0.0,
2020-08-21,Afghanistan,37942,1389,0.0,,97.0,0.60625,60.714285714285715,0.0,
2020-08-22,Afghanistan,37980,1389,0.0,,38.0,0.3917525773195876,49.0,0.0,
2020-08-23,Afghanistan,38039,1389,0.0,,59.0,1.5526315789473684,51.0,0.0,
2020-08-24,Afghanistan,38085,1391,0.0,,46.0,0.7796610169491526,57.57142857142857,0.0,
2020-08-25,Afghanistan,38156,1401,0.0,,71.0,1.5434782608695652,67.28571428571429,0.0,
2020-08-26,Afghanistan,38199,1405,0.0,,43.0,0.6056338028169014,73.42857142857143,0.0,
2020-08-27,Afghanistan,38215,1405,0.0,,16.0,0.37209302325581395,52.857142857142854,0.0,
2020-08-28,Afghanistan,38226,1406,0.0,,11.0,0.6875,40.57142857142857,0.0,
2020-08-29,Afghanistan,38229,1406,0.0,,3.0,0.2727272727272727,35.57142857142857,0.0,
2020-08-30,Afghanistan,38229,1406,0.0,,0.0,0.0,27.142857142857142,0.0,
2020-08-31,Afghanistan,38248,1406,0.0,,19.0,,23.285714285714285,0.0,
2020-09-01,Afghanistan,38282,1410,0.0,,34.0,1.7894736842105263,18.0,0.0,
2020-09-02,Afghanistan,38329,1413,0.0,,47.0,1.3823529411764706,18.571428571428573,0.0,
2020-09-03,Afghanistan,38374,1413,0.0,,45.0,0.9574468085106383,22.714285714285715,0.0,
2020-09-04,Afghanistan,38374,1413,0.0,,0.0,0.0,21.142857142857142,0.0,
2020-09-05,Afghanistan,38390,1413,0.0,,16.0,,23.0,0.0,
2020-09-06,Afghanistan,38484,1416,0.0,,94.0,5.875,36.42857142857143,0.0,
2020-09-07,Afghanistan,38580,1419,0.0,,96.0,1.0212765957446808,47.42857142857143,0.0,
2020-09-08,Afghanistan,38606,1422,0.0,,26.0,0.2708333333333333,46.285714285714285,0.0,
2020-09-09,Afghanistan,38630,1424,0.0,,24.0,0.9230769230769231,43.0,0.0,
2020-09-10,Afghanistan,38658,1424,0.0,,28.0,1.1666666666666667,40.57142857142857,0.0,
2020-09-11,Afghanistan,38692,1424,0.0,,34.0,1.2142857142857142,45.42857142857143,0.0,
2020-09-12,Afghanistan,38727,1424,0.0,,35.0,1.0294117647058822,48.142857142857146,0.0,
2020-09-13,Afghanistan,38802,1424,0.0,,75.0,2.142857142857143,45.42857142857143,0.0,
2020-09-14,Afghanistan,38858,1429,0.0,,56.0,0.7466666666666667,39.714285714285715,0.0,
2020-09-15,Afghanistan,38901,1430,0.0,,43.0,0.7678571428571429,42.142857142857146,0.0,
2020-09-16,Afghanistan,38941,1440,0.0,,40.0,0.9302325581395349,44.42857142857143,0.0,
2020-09-17,Afghanistan,38958,1440,0.0,,17.0,0.425,42.857142857142854,0.0,
2020-09-18,Afghanistan,38969,1441,0.0,,11.0,0.6470588235294118,39.57142857142857,0.0,
2020-09-19,Afghanistan,39005,1441,0.0,,36.0,3.272727272727273,39.714285714285715,0.0,
2020-09-20,Afghanistan,39130,1445,0.0,,125.0,3.4722222222222223,46.857142857142854,0.0,
2020-09-21,Afghanistan,39160,1448,0.0,,30.0,0.24,43.142857142857146,0.0,
2020-09-22,Afghanistan,39182,1449,0.0,,22.0,0.7333333333333333,40.142857142857146,0.0,
2020-09-23,Afghanistan,39231,1450,0.0,,49.0,2.227272727272727,41.42857142857143,0.0,
2020-09-24,Afghanistan,39256,1455,0.0,,25.0,0.5102040816326531,42.57142857142857,0.0,
2020-09-25,Afghanistan,39272,1455,0.0,,16.0,0.64,43.285714285714285,0.0,
2020-09-26,Afghanistan,39278,1457,0.0,,6.0,0.375,39.0,0.0,
2020-09-27,Afghanistan,39313,1457,0.0,,35.0,5.833333333333333,26.142857142857142,0.0,
2020-09-28,Afghanistan,39325,1460,0.0,,12.0,0.34285714285714286,23.571428571428573,0.0,
2020-09-29,Afghanistan,39340,1462,0.0,,15.0,1.25,22.571428571428573,0.0,
2020-09-30,Afghanistan,39354,1462,0.0,,14.0,0.9333333333333333,17.571428571428573,0.0,
2020-10-01,Afghanistan,39371,1462,0.0,,17.0,1.2142857142857142,16.428571428571427,0.0,
2020-10-02,Afghanistan,39376,1462,0.0,,5.0,0.29411764705882354,14.857142857142858,0.0,
2020-10-03,Afghanistan,39383,1466,0.0,,7.0,1.4,15.0,0.0,
2020-10-04,Afghanistan,39427,1466,0.0,,44.0,6.285714285714286,16.285714285714285,0.0,
2020-10-05,Afghanistan,39508,1470,0.0,,81.0,1.8409090909090908,26.142857142857142,0.0,
2020-10-06,Afghanistan,39572,1471,0.0,,64.0,0.7901234567901234,33.142857142857146,0.0,
2020-10-07,Afghanistan,39634,1473,0.0,,62.0,0.96875,40.0,0.0,
2020-10-08,Afghanistan,39702,1474,0.0,,68.0,1.096774193548387,47.285714285714285,0.0,
2020-10-09,Afghanistan,39779,1476,0.0,,77.0,1.1323529411764706,57.57142857142857,0.0,
2020-10-10,Afghanistan,39789,1477,0.0,,10.0,0.12987012987012986,58.0,0.0,
2020-10-11,Afghanistan,39885,1481,0.0,,96.0,9.6,65.42857142857143,0.0,
2020-10-12,Afghanistan,39956,1483,0.0,,71.0,0.7395833333333334,64.0,0.0,
2020-10-13,Afghanistan,40014,1484,0.0,,58.0,0.8169014084507042,63.142857142857146,0.0,
2020-10-14,Afghanistan,40080,1485,0.0,,66.0,1.1379310344827587,63.714285714285715,0.0,
2020-10-15,Afghanistan,40112,1485,0.0,,32.0,0.48484848484848486,58.57142857142857,0.0,
2020-10-16,Afghanistan,40159,1489,0.0,,47.0,1.46875,54.285714285714285,0.0,
2020-10-17,Afghanistan,40227,1492,0.0,,68.0,1.446808510638298,62.57142857142857,0.0,
2020-10-18,Afghanistan,40286,1496,0.0,,59.0,0.8676470588235294,57.285714285714285,0.0,
2020-10-19,Afghanistan,40373,1501,0.0,,87.0,1.4745762711864407,59.57142857142857,0.0,
2020-10-20,Afghanistan,40461,1503,0.0,,88.0,1.0114942528735633,63.857142857142854,0.0,
2020-10-21,Afghanistan,40461,1503,0.0,,0.0,0.0,54.42857142857143,0.0,
2020-10-22,Afghanistan,40510,1503,0.0,,49.0,,56.857142857142854,0.0,
2020-10-23,Afghanistan,40626,1505,0.0,,116.0,2.36734693877551,66.71428571428571,0.0,
2020-10-24,Afghanistan,40687,1507,0.0,,61.0,0.5258620689655172,65.71428571428571,0.0,
2020-10-25,Afghanistan,40768,1511,0.0,,81.0,1.3278688524590163,68.85714285714286,0.0,
2020-10-26,Afghanistan,40833,1514,0.0,,65.0,0.8024691358024691,65.71428571428571,0.0,
2020-10-27,Afghanistan,40937,1518,0.0,,104.0,1.6,68.0,0.0,
2020-10-28,Afghanistan,41032,1523,0.0,,95.0,0.9134615384615384,81.57142857142857,0.0,
2020-10-29,Afghanistan,41145,1529,0.0,,113.0,1.1894736842105262,90.71428571428571,0.0,
2020-10-30,Afghanistan,41268,1532,0.0,,123.0,1.0884955752212389,91.71428571428571,0.0,
2020-10-31,Afghanistan,41334,1533,0.0,,66.0,0.5365853658536586,92.42857142857143,0.0,
2020-11-01,Afghanistan,41425,1536,0.0,,91.0,1.378787878787879,93.85714285714286,0.0,
2020-11-02,Afghanistan,41501,1536,0.0,,76.0,0.8351648351648352,95.42857142857143,0.0,
2020-11-03,Afghanistan,41633,1541,0.0,,132.0,1.736842105263158,99.42857142857143,0.0,
2020-11-04,Afghanistan,41728,1544,0.0,,95.0,0.7196969696969697,99.42857142857143,0.0,
2020-11-05,Afghanistan,41814,1548,0.0,,86.0,0.9052631578947369,95.57142857142857,0.0,
2020-11-06,Afghanistan,41935,1554,0.0,,121.0,1.4069767441860466,95.28571428571429,0.0,
2020-11-07,Afghanistan,41975,1554,0.0,,40.0,0.3305785123966942,91.57142857142857,0.0,
2020-11-08,Afghanistan,42033,1556,0.0,,58.0,1.45,86.85714285714286,0.0,
2020-11-09,Afghanistan,42159,1562,0.0,,126.0,2.1724137931034484,94.0,0.0,
2020-11-10,Afghanistan,42297,1574,0.0,,138.0,1.0952380952380953,94.85714285714286,0.0,
2020-11-11,Afghanistan,42463,1577,0.0,,166.0,1.2028985507246377,105.0,0.0,
2020-11-12,Afghanistan,42609,1581,0.0,,146.0,0.8795180722891566,113.57142857142857,0.0,
2020-11-13,Afghanistan,42795,1591,0.0,,186.0,1.273972602739726,122.85714285714286,0.0,
2020-11-14,Afghanistan,42969,1595,0.0,,174.0,0.9354838709677419,142.0,0.0,
2020-11-15,Afghanistan,43035,1605,0.0,,66.0,0.3793103448275862,143.14285714285714,0.0,
