date,country,cases,deaths,vaccination_rate,mobility
2020-06-08,Afghanistan,21003,373,0.0,
2020-06-09,Afghanistan,21308,380,0.0,
2020-06-10,Afghanistan,22228,409,0.0,
2020-06-11,Afghanistan,22976,430,0.0,
2020-06-12,Afghanistan,23632,450,0.0,
2020-06-13,Afghanistan,24188,455,0.0,
2020-06-14,Afghanistan,24852,475,0.0,
2020-06-15,Afghanistan,25613,480,0.0,
2020-06-16,Afghanistan,25719,488,0.0,
2020-06-17,Afghanistan,26960,508,0.0,
2020-06-18,Afghanistan,27423,550,0.0,
2020-06-19,Afghanistan,27964,552,0.0,
2020-06-20,Afghanistan,28383,552,0.0,
2020-06-21,Afghanistan,28919,585,0.0,
2020-06-22,Afghanistan,29229,602,0.0,
2020-06-23,Afghanistan,29567,622,0.0,
2020-06-24,Afghanistan,29726,643,0.0,
2020-06-25,Afghanistan,30261,679,0.0,
2020-06-26,Afghanistan,30346,684,0.0,
2020-06-27,Afghanistan,30702,707,0.0,
2020-06-28,Afghanistan,31053,733,0.0,
2020-06-29,Afghanistan,31324,737,0.0,
2020-06-30,Afghanistan,31445,739,0.0,
2020-07-01,Afghanistan,31848,778,0.0,
2020-07-02,Afghanistan,32108,811,0.0,
2020-07-03,Afghanistan,32410,823,0.0,
2020-07-04,Afghanistan,32758,830,0.0,
2020-07-05,Afghanistan,33037,868,0.0,
2020-07-06,Afghanistan,33150,891,0.0,
2020-07-07,Afghanistan,33470,924,0.0,
2020-07-08,Afghanistan,33680,940,0.0,
2020-07-09,Afghanistan,33739,941,0.0,
2020-07-10,Afghanistan,34280,975,0.0,
2020-07-11,Afghanistan,34437,979,0.0,
2020-07-12,Afghanistan,34537,1014,0.0,
2020-07-13,Afghanistan,34541,1016,0.0,
2020-07-14,Afghanistan,34826,1049,0.0,
2020-07-15,Afghanistan,35026,1098,0.0,
2020-07-16,Afghanistan,35156,1117,0.0,
2020-07-17,Afghanistan,35315,1151,0.0,
2020-07-18,Afghanistan,35375,1151,0.0,
2020-07-19,Afghanistan,35561,1185,0.0,
2020-07-20,Afghanistan,35595,1187,0.0,
2020-07-21,Afghanistan,35701,1188,0.0,
2020-07-22,Afghanistan,35813,1194,0.0,
2020-07-23,Afghanistan,36001,1215,0.0,
2020-07-24,Afghanistan,36067,1229,0.0,
2020-07-25,Afghanistan,36122,1250,0.0,
2020-07-26,Afghanistan,36243,1263,0.0,
2020-07-27,Afghanistan,36349,1273,0.0,
2020-07-28,Afghanistan,36454,1274,0.0,
2020-07-29,Afghanistan,36557,1275,0.0,
2020-07-30,Afghanistan,36628,1275,0.0,
2020-07-31,Afghanistan,36628,1275,0.0,
2020-08-01,Afghanistan,36796,1287,0.0,
2020-08-02,Afghanistan,36796,1287,0.0,
2020-08-03,Afghanistan,36796,1287,0.0,
2020-08-04,Afghanistan,36833,1292,0.0,
2020-08-05,Afghanistan,36915,1298,0.0,
2020-08-06,Afghanistan,36982,1302,0.0,
2020-08-07,Afghanistan,37023,1302,0.0,
2020-08-08,Afghanistan,37101,1311,0.0,
2020-08-09,Afghanistan,37140,1316,0.0,
2020-08-10,Afghanistan,37140,1316,0.0,
2020-08-11,Afghanistan,37355,1348,0.0,
2020-08-12,Afghanistan,37431,1358,0.0,
2020-08-13,Afghanistan,37510,1367,0.0,
2020-08-14,Afghanistan,37517,1367,0.0,
2020-08-15,Afghanistan,37637,1374,0.0,
2020-08-16,Afghanistan,37682,1379,0.0,
2020-08-17,Afghanistan,37682,1379,0.0,
2020-08-18,Afghanistan,37685,1379,0.0,
2020-08-19,Afghanistan,37685,1379,0.0,
2020-08-20,Afghanistan,37845,1387,0.0,
2020-08-21,Afghanistan,37942,1389,0.0,
2020-08-22,Afghanistan,37980,1389,0.0,
2020-08-23,Afghanistan,38039,1389,0.0,
2020-08-24,Afghanistan,38085,1391,0.0,
2020-08-25,Afghanistan,38156,1401,0.0,
2020-08-26,Afghanistan,38199,1405,0.0,
2020-08-27,Afghanistan,38215,1405,0.0,
2020-08-28,Afghanistan,38226,1406,0.0,
2020-08-29,Afghanistan,38229,1406,0.0,
2020-08-30,Afghanistan,38229,1406,0.0,
2020-08-31,Afghanistan,38248,1406,0.0,
2020-09-01,Afghanistan,38282,1410,0.0,
2020-09-02,Afghanistan,38329,1413,0.0,
2020-09-03,Afghanistan,38374,1413,0.0,
2020-09-04,Afghanistan,38374,1413,0.0,
2020-09-05,Afghanistan,38390,1413,0.0,
2020-09-06,Afghanistan,38484,1416,0.0,
2020-09-07,Afghanistan,38580,1419,0.0,
2020-09-08,Afghanistan,38606,1422,0.0,
2020-09-09,Afghanistan,38630,1424,0.0,
2020-09-10,Afghanistan,38658,1424,0.0,
2020-09-11,Afghanistan,38692,1424,0.0,
2020-09-12,Afghanistan,38727,1424,0.0,
2020-09-13,Afghanistan,38802,1424,0.0,
2020-09-14,Afghanistan,38858,1429,0.0,
2020-09-15,Afghanistan,38901,1430,0.0,
2020-09-16,Afghanistan,38941,1440,0.0,
2020-09-17,Afghanistan,38958,1440,0.0,
2020-09-18,Afghanistan,38969,1441,0.0,
2020-09-19,Afghanistan,39005,1441,0.0,
2020-09-20,Afghanistan,39130,1445,0.0,
2020-09-21,Afghanistan,39160,1448,0.0,
2020-09-22,Afghanistan,39182,1449,0.0,
2020-09-23,Afghanistan,39231,1450,0.0,
2020-09-24,Afghanistan,39256,1455,0.0,
2020-09-25,Afghanistan,39272,1455,0.0,
2020-09-26,Afghanistan,39278,1457,0.0,
2020-09-27,Afghanistan,39313,1457,0.0,
2020-09-28,Afghanistan,39325,1460,0.0,
2020-09-29,Afghanistan,39340,1462,0.0,
2020-09-30,Afghanistan,39354,1462,0.0,
2020-10-01,Afghanistan,39371,1462,0.0,
2020-10-02,Afghanistan,39376,1462,0.0,
2020-10-03,Afghanistan,39383,1466,0.0,
2020-10-04,Afghanistan,39427,1466,0.0,
2020-10-05,Afghanistan,39508,1470,0.0,
2020-10-06,Afghanistan,39572,1471,0.0,
2020-10-07,Afghanistan,39634,1473,0.0,
2020-10-08,Afghanistan,39702,1474,0.0,
2020-10-09,Afghanistan,39779,1476,0.0,
2020-10-10,Afghanistan,39789,1477,0.0,
2020-10-11,Afghanistan,39885,1481,0.0,
2020-10-12,Afghanistan,39956,1483,0.0,
2020-10-13,Afghanistan,40014,1484,0.0,
2020-10-14,Afghanistan,40080,1485,0.0,
2020-10-15,Afghanistan,40112,1485,0.0,
2020-10-16,Afghanistan,40159,1489,0.0,
2020-10-17,Afghanistan,40227,1492,0.0,
2020-10-18,Afghanistan,40286,1496,0.0,
2020-10-19,Afghanistan,40373,1501,0.0,
2020-10-20,Afghanistan,40461,1503,0.0,
2020-10-21,Afghanistan,40461,1503,0.0,
2020-10-22,Afghanistan,40510,1503,0.0,
2020-10-23,Afghanistan,40626,1505,0.0,
2020-10-24,Afghanistan,40687,1507,0.0,
2020-10-25,Afghanistan,40768,1511,0.0,
2020-10-26,Afghanistan,40833,1514,0.0,
2020-10-27,Afghanistan,40937,1518,0.0,
2020-10-28,Afghanistan,41032,1523,0.0,
2020-10-29,Afghanistan,41145,1529,0.0,
2020-10-30,Afghanistan,41268,1532,0.0,
2020-10-31,Afghanistan,41334,1533,0.0,
2020-11-01,Afghanistan,41425,1536,0.0,
2020-11-02,Afghanistan,41501,1536,0.0,
2020-11-03,Afghanistan,41633,1541,0.0,
2020-11-04,Afghanistan,41728,1544,0.0,
2020-11-05,Afghanistan,41814,1548,0.0,
2020-11-06,Afghanistan,41935,1554,0.0,
2020-11-07,Afghanistan,41975,1554,0.0,
2020-11-08,Afghanistan,42033,1556,0.0,
2020-11-09,Afghanistan,42159,1562,0.0,
2020-11-10,Afghanistan,42297,1574,0.0,
2020-11-11,Afghanistan,42463,1577,0.0,
2020-11-12,Afghanistan,42609,1581,0.0,
2020-11-13,Afghanistan,42795,1591,0.0,
2020-11-14,Afghanistan,42969,1595,0.0,
2020-11-15,Afghanistan,43035,1605,0.0,
2020-11-16,Afghanistan,43240,1617,0.0,
2020-11-17,Afghanistan,43403,1626,0.0,
2020-11-18,Afghanistan,43628,1638,0.0,
2020-11-19,Afghanistan,43851,1645,0.0,
2020-11-20,Afghanistan,44228,1650,0.0,
2020-11-21,Afghanistan,44443,1661,0.0,
2020-11-22,Afghanistan,44503,1675,0.0,
2020-11-23,Afghanistan,44706,1687,0.0,
2020-11-24,Afghanistan,44988,1695,0.0,
2020-11-25,Afghanistan,45278,1712,0.0,
2020-11-26,Afghanistan,45490,1725,0.0,
2020-11-27,Afghanistan,45716,1737,0.0,
2020-11-28,Afghanistan,45839,1740,0.0,
2020-11-29,Afghanistan,45966,1752,0.0,
2020-11-30,Afghanistan,46215,1763,0.0,
2020-12-01,Afghanistan,46498,1774,0.0,
2020-12-02,Afghanistan,46717,1795,0.0,
2020-12-03,Afghanistan,46980,1822,0.0,
2020-12-04,Afghanistan,47258,1841,0.0,
2020-12-05,Afghanistan,47388,1847,0.0,
2020-12-06,Afghanistan,47641,1865,0.0,
2020-12-07,Afghanistan,47901,1875,0.0,
2020-12-08,Afghanistan,48136,1902,0.0,
2020-12-09,Afghanistan,48366,1908,0.0,
2020-12-10,Afghanistan,48540,1921,0.0,
2020-12-11,Afghanistan,48753,1939,0.0,
2020-12-12,Afghanistan,48826,1949,0.0,
2020-12-13,Afghanistan,48952,1960,0.0,
2020-12-14,Afghanistan,49273,1971,0.0,
2020-12-15,Afghanistan,49484,1975,0.0,
2020-12-16,Afghanistan,49703,2001,0.0,
2020-12-17,Afghanistan,49927,2017,0.0,
2020-12-18,Afghanistan,50202,2032,0.0,
2020-12-19,Afghanistan,50456,2037,0.0,
2020-12-20,Afghanistan,50536,2054,0.0,
2020-12-21,Afghanistan,50678,2074,0.0,
2020-12-22,Afghanistan,50888,2089,0.0,
2020-12-23,Afghanistan,51070,2105,0.0,
2020-12-24,Afghanistan,51357,2126,0.0,
2020-12-25,Afghanistan,51595,2135,0.0,
2020-12-26,Afghanistan,51764,2148,0.0,
2020-12-27,Afghanistan,51848,2158,0.0,
2020-12-28,Afghanistan,52007,2170,0.0,
2020-12-29,Afghanistan,52147,2182,0.0,
2020-12-30,Afghanistan,52330,2189,0.0,
2020-12-31,Afghanistan,52330,2189,0.0,
2021-01-01,Afghanistan,52513,2201,0.0,
2021-01-02,Afghanistan,52586,2211,0.0,
2021-01-03,Afghanistan,52709,2221,0.0,
2021-01-04,Afghanistan,52909,2230,0.0,
2021-01-05,Afghanistan,53011,2237,0.0,
2021-01-06,Afghanistan,53105,2244,0.0,
2021-01-07,Afghanistan,53207,2253,0.0,
2021-01-08,Afghanistan,53332,2257,0.0,
2021-01-09,Afghanistan,53400,2264,0.0,
2021-01-10,Afghanistan,53489,2277,0.0,
2021-01-11,Afghanistan,53538,2288,0.0,
2021-01-12,Afghanistan,53584,2301,0.0,
2021-01-13,Afghanistan,53690,2308,0.0,
2021-01-14,Afghanistan,53775,2314,0.0,
2021-01-15,Afghanistan,53831,2324,0.0,
2021-01-16,Afghanistan,53938,2336,0.0,
2021-01-17,Afghanistan,53984,2339,0.0,
2021-01-18,Afghanistan,54062,2343,0.0,
2021-01-19,Afghanistan,54141,2346,0.0,
2021-01-20,Afghanistan,54278,2354,0.0,
2021-01-21,Afghanistan,54403,2363,0.0,
2021-01-22,Afghanistan,54483,2370,0.0,
2021-01-23,Afghanistan,54559,2373,0.0,
2021-01-24,Afghanistan,54595,2378,0.0,
2021-01-25,Afghanistan,54672,2385,0.0,
2021-01-26,Afghanistan,54750,2389,0.0,
2021-01-27,Afghanistan,54854,2389,0.0,
2021-01-28,Afghanistan,54891,2397,0.0,
2021-01-29,Afghanistan,54939,2399,0.0,
2021-01-30,Afghanistan,55008,2400,0.0,
2021-01-31,Afghanistan,55023,2400,0.0,
2021-02-01,Afghanistan,55059,2404,0.0,
2021-02-02,Afghanistan,55121,2405,0.0,
2021-02-03,Afghanistan,55174,2406,0.0,
2021-02-04,Afghanistan,55231,2407,0.0,
2021-02-05,Afghanistan,55265,2407,0.0,
2021-02-06,Afghanistan,55330,2408,0.0,
2021-02-07,Afghanistan,55335,2410,0.0,
2021-02-08,Afghanistan,55359,2413,0.0,
2021-02-09,Afghanistan,55384,2414,0.0,
2021-02-10,Afghanistan,55402,2418,0.0,
2021-02-11,Afghanistan,55420,2419,0.0,
2021-02-12,Afghanistan,55445,2424,0.0,
2021-02-13,Afghanistan,55473,2427,0.0,
2021-02-14,Afghanistan,55492,2427,0.0,
2021-02-15,Afghanistan,55514,2427,0.0,
2021-02-16,Afghanistan,55518,2428,0.0,
2021-02-17,Afghanistan,55540,2428,0.0,
2021-02-18,Afghanistan,55557,2430,0.0,
2021-02-19,Afghanistan,55575,2430,0.0,
2021-02-20,Afghanistan,55580,2430,0.0,
2021-02-21,Afghanistan,55604,2432,0.0,
2021-02-22,Afghanistan,55617,2433,0.0,
2021-02-23,Afghanistan,55646,2435,0.0,
2021-02-24,Afghanistan,55664,2436,0.0,
2021-02-25,Afghanistan,55680,2438,0.0,
2021-02-26,Afghanistan,55696,2442,0.0,
2021-02-27,Afghanistan,55707,2443,0.0,
2021-02-28,Afghanistan,55714,2443,0.0,
2021-03-01,Afghanistan,55733,2444,0.0,
2021-03-02,Afghanistan,55759,2446,0.0,
2021-03-03,Afghanistan,55770,2446,0.0,
2021-03-04,Afghanistan,55775,2446,0.0,
2021-03-05,Afghanistan,55827,2449,0.0,
2021-03-06,Afghanistan,55840,2449,0.0,
2021-03-07,Afghanistan,55847,2449,0.0,
2021-03-08,Afghanistan,55876,2451,0.0,
2021-03-09,Afghanistan,55876,2451,0.0,
2021-03-10,Afghanistan,55894,2451,0.0,
2021-03-11,Afghanistan,55917,2451,0.0,
2021-03-12,Afghanistan,55959,2454,0.0,
2021-03-13,Afghanistan,55959,2454,0.0,
2021-03-14,Afghanistan,55985,2457,0.0,
2021-03-15,Afghanistan,55985,2459,0.0,
2021-03-16,Afghanistan,55995,2460,0.0,
2021-03-17,Afghanistan,56016,2460,0.0,
2021-03-18,Afghanistan,56044,2462,0.0,
2021-03-19,Afghanistan,56069,2462,0.0,
2021-03-20,Afghanistan,56093,2462,0.0,
2021-03-21,Afghanistan,56103,2463,0.0,
2021-03-22,Afghanistan,56153,2464,0.0,
2021-03-23,Afghanistan,56177,2466,0.0,
2021-03-24,Afghanistan,56192,2466,0.0,
2021-03-25,Afghanistan,56226,2467,0.0,
2021-03-26,Afghanistan,56254,2467,0.0,
2021-03-27,Afghanistan,56290,2469,0.0,
2021-03-28,Afghanistan,56294,2470,0.0,
2021-03-29,Afghanistan,56322,2472,0.0,
2021-03-30,Afghanistan,56384,2476,0.0,
2021-03-31,Afghanistan,56454,2484,0.0,
2021-04-01,Afghanistan,56517,2489,0.0,
2021-04-02,Afghanistan,56572,2495,0.0,
2021-04-03,Afghanistan,56595,2496,0.0,
2021-04-04,Afghanistan,56676,2497,0.0,
2021-04-05,Afghanistan,56717,2508,0.0,
2021-04-06,Afghanistan,56779,2512,0.0,
2021-04-07,Afghanistan,56873,2512,0.0,
2021-04-08,Afghanistan,56943,2516,0.0,
2021-04-09,Afghanistan,57019,2521,0.0,
2021-04-10,Afghanistan,57144,2521,0.0,
2021-04-11,Afghanistan,57160,2521,0.0,
2021-04-12,Afghanistan,57242,2529,0.0,
2021-04-13,Afghanistan,57364,2529,0.0,
2021-04-14,Afghanistan,57492,2532,0.0,
2021-04-15,Afghanistan,57534,2533,0.0,
2021-04-16,Afghanistan,57612,2535,0.0,
2021-04-17,Afghanistan,57721,2539,0.0,
2021-04-18,Afghanistan,57793,2539,0.0,
2021-04-19,Afghanistan,57898,2546,0.0,
2021-04-20,Afghanistan,58037,2549,0.0,
2021-04-21,Afghanistan,58214,2557,0.0,
2021-04-22,Afghanistan,58312,2561,0.0,
2021-04-23,Afghanistan,58542,2565,0.0,
2021-04-24,Afghanistan,58730,2572,0.0,
2021-04-25,Afghanistan,58843,2582,0.0,
2021-04-26,Afghanistan,59015,2592,0.0,
2021-04-27,Afghanistan,59225,2598,0.0,
2021-04-28,Afghanistan,59370,2611,0.0,
2021-04-29,Afghanistan,59576,2618,0.0,
2021-04-30,Afghanistan,59745,2625,0.0,
2021-05-01,Afghanistan,59939,2631,0.0,
2021-05-02,Afghanistan,60122,2637,0.0,
2021-05-03,Afghanistan,60300,2642,0.0,
2021-05-04,Afghanistan,60563,2648,0.0,
2021-05-05,Afghanistan,60797,2654,0.0,
2021-05-06,Afghanistan,61162,2664,0.0,
2021-05-07,Afghanistan,61455,2673,0.0,
2021-05-08,Afghanistan,61755,2683,0.0,
2021-05-09,Afghanistan,61842,2686,0.0,
2021-05-10,Afghanistan,62063,2698,0.0,
2021-05-11,Afghanistan,62403,2710,0.14,
2021-05-12,Afghanistan,62718,2713,0.0,
2021-05-13,Afghanistan,63045,2721,0.0,
2021-05-14,Afghanistan,63355,2730,0.0,
2021-05-15,Afghanistan,63412,2733,0.0,
2021-05-16,Afghanistan,63484,2742,0.0,
2021-05-17,Afghanistan,63598,2745,0.0,
2021-05-18,Afghanistan,63819,2751,0.0,
2021-05-19,Afghanistan,64122,2762,0.0,
2021-05-20,Afghanistan,64575,2772,0.19,
2021-05-21,Afghanistan,65080,2782,0.0,
2021-05-22,Afghanistan,65486,2792,0.0,
2021-05-23,Afghanistan,65728,2802,0.0,
2021-05-24,Afghanistan,66275,2812,0.24,
2021-05-25,Afghanistan,66903,2836,0.0,
2021-05-26,Afghanistan,67743,2855,0.27,
2021-05-27,Afghanistan,68366,2869,0.28,
2021-05-28,Afghanistan,69130,2881,0.0,
2021-05-29,Afghanistan,70111,2899,0.0,
2021-05-30,Afghanistan,70761,2919,0.29,
2021-05-31,Afghanistan,71838,2944,0.0,
2021-06-01,Afghanistan,72977,2973,0.0,
2021-06-02,Afghanistan,74026,3007,0.35,
2021-06-03,Afghanistan,75119,3034,0.36,
2021-06-04,Afghanistan,76628,3068,0.0,
2021-06-05,Afghanistan,77963,3104,0.0,
2021-06-06,Afghanistan,79224,3145,0.0,
2021-06-07,Afghanistan,80841,3187,0.0,
2021-06-08,Afghanistan,82326,3251,0.38,
2021-06-09,Afghanistan,84050,3305,0.0,
2021-06-10,Afghanistan,85892,3356,0.0,
2021-06-11,Afghanistan,87716,3412,0.0,
2021-06-12,Afghanistan,88740,3449,0.0,
2021-06-13,Afghanistan,89861,3527,0.0,
2021-06-14,Afghanistan,91458,3612,0.43,
2021-06-15,Afghanistan,93272,3683,0.0,
2021-06-16,Afghanistan,93288,3683,0.0,
2021-06-17,Afghanistan,96531,3842,0.0,
2021-06-18,Afghanistan,98734,3934,0.0,
2021-06-19,Afghanistan,100521,4030,0.0,
2021-06-20,Afghanistan,101906,4122,0.0,
2021-06-21,Afghanistan,103902,4215,0.0,
2021-06-22,Afghanistan,105749,4293,0.45,
2021-06-23,Afghanistan,107957,4366,0.0,
2021-06-24,Afghanistan,109532,4452,0.0,
2021-06-25,Afghanistan,111592,4519,0.0,
2021-06-26,Afghanistan,113124,4594,0.0,
2021-06-27,Afghanistan,114220,4650,0.45,
2021-06-28,Afghanistan,115751,4730,0.0,
2021-06-29,Afghanistan,117158,4794,0.0,
2021-06-30,Afghanistan,118659,4871,0.46,
2021-07-01,Afghanistan,120216,4962,0.0,
2021-07-02,Afghanistan,122156,5048,0.0,
2021-07-03,Afghanistan,123485,5107,0.0,
2021-07-04,Afghanistan,124748,5199,0.0,
2021-07-05,Afghanistan,125937,5283,0.46,
2021-07-06,Afghanistan,127464,5360,0.0,
2021-07-07,Afghanistan,129021,5415,0.48,
2021-07-08,Afghanistan,130113,5477,0.0,
2021-07-09,Afghanistan,131586,5561,0.0,
2021-07-10,Afghanistan,132777,5638,0.0,
2021-07-11,Afghanistan,133578,5724,0.53,
2021-07-12,Afghanistan,134653,5791,0.0,
2021-07-13,Afghanistan,135889,5849,0.0,
2021-07-14,Afghanistan,136643,5923,0.0,
2021-07-15,Afghanistan,137853,5983,0.0,
2021-07-16,Afghanistan,139051,6072,0.0,
2021-07-17,Afghanistan,140224,6098,0.0,
2021-07-18,Afghanistan,140602,6147,0.0,
2021-07-19,Afghanistan,141499,6213,0.0,
2021-07-20,Afghanistan,142414,6266,0.0,
2021-07-21,Afghanistan,142762,6293,0.0,
2021-07-22,Afghanistan,143183,6325,0.0,
2021-07-23,Afghanistan,143439,6357,0.0,
2021-07-24,Afghanistan,143666,6393,0.0,
2021-07-25,Afghanistan,143871,6425,0.0,
2021-07-26,Afghanistan,144285,6477,0.0,
2021-07-27,Afghanistan,145008,6515,0.0,
2021-07-28,Afghanistan,145552,6577,0.0,
2021-07-29,Afghanistan,145996,6615,0.0,
2021-07-30,Afghanistan,146523,6677,0.0,
2021-07-31,Afghanistan,147154,6708,0.0,
2021-08-01,Afghanistan,147501,6737,0.0,
2021-08-02,Afghanistan,147985,6774,0.0,
2021-08-03,Afghanistan,148572,6804,0.0,
2021-08-04,Afghanistan,148933,6836,0.0,
2021-08-05,Afghanistan,149361,6864,0.0,
2021-08-06,Afghanistan,149810,6879,0.0,
2021-08-07,Afghanistan,150240,6897,0.0,
2021-08-08,Afghanistan,150458,6908,0.0,
2021-08-09,Afghanistan,150778,6936,0.0,
2021-08-10,Afghanistan,151013,6961,0.0,
2021-08-11,Afghanistan,151291,6978,0.0,
